1	1	0
2	3	0
3	3	0
4	1	0
5	3	0
6	1	0
7	3	0
8	3	0
9	2	2
10	3	0
11	3	0
12	1	0
13	3	0
14	1	0
15	3	0
16	1	0
17	3	0
18	2	2
19	3	0
20	3	0
21	3	0
22	3	3
23	1	0
24	1	0
25	3	0
26	1	0
27	3	0
28	3	0
29	1	0
30	3	0
31	1	0
32	3	0
33	3	0
34	2	2
35	3	0
36	1	1
37	1	1
38	3	0
39	3	0
40	3	0
41	3	0
42	1	0
43	1	0
44	3	3
45	1	0
46	2	2
47	3	0
48	1	0
49	3	0
50	1	0
51	3	0
52	3	0
53	3	3
54	3	0
55	3	0
56	3	0
57	1	0
58	1	0
59	3	3
60	2	2
61	1	0
62	1	0
63	1	0
64	3	0
65	1	0
66	3	0
67	3	0
68	3	0
69	3	0
70	1	0
71	3	0
72	3	0
73	3	0
74	3	0
75	3	3
76	1	0
77	3	0
78	3	0
79	3	0
80	3	0
81	1	0
82	3	0
83	1	0
84	3	0
85	3	3
86	3	0
87	3	3
88	1	0
89	1	1
90	1	0
91	1	0
92	3	0
93	3	0
94	3	0
95	3	0
96	3	0
97	3	0
98	1	0
99	1	0
100	1	0
101	1	1
102	1	0
103	1	0
104	3	0
105	1	0
106	3	0
107	1	0
108	1	0
109	1	0
110	1	0
111	1	0
112	1	0
113	1	1
114	1	1
115	3	0
116	3	0
117	3	0
118	1	0
119	1	1
120	1	0
121	1	0
122	1	0
123	1	0
124	3	0
125	1	0
126	1	0
127	1	0
128	1	0
129	1	0
130	3	3
131	3	0
132	1	0
133	1	0
134	1	0
135	3	0
136	3	0
137	3	3
138	2	2
139	3	0
140	1	0
141	1	0
142	3	0
143	3	0
144	3	0
145	1	0
146	3	3
147	1	0
148	3	0
149	3	0
150	1	0
151	1	0
152	3	0
153	3	0
154	1	0
155	3	0
156	3	0
157	3	3
158	3	0
159	1	0
160	1	0
161	3	0
162	1	0
163	1	0
164	3	0
165	3	0
166	3	0
167	3	0
168	1	1
169	1	0
170	1	0
171	1	0
172	1	0
173	3	0
174	3	0
175	1	0
176	3	0
177	1	0
178	1	0
179	1	0
180	1	0
181	1	0
182	1	1
183	1	0
184	1	0
185	1	0
186	1	0
187	3	0
188	3	0
189	1	0
190	1	0
191	3	0
192	3	0
193	3	0
194	2	2
195	1	0
196	3	0
197	3	0
198	1	0
199	1	0
200	1	0
201	3	0
202	3	0
203	1	0
204	1	0
205	3	0
206	3	3
207	3	0
208	1	0
209	3	0
210	1	0
211	1	0
212	3	0
213	3	0
214	1	0
215	3	0
216	3	0
217	1	0
218	1	0
219	1	0
220	3	0
221	1	0
222	3	0
223	1	0
224	1	0
225	1	0
226	1	1
227	1	0
228	1	0
229	3	0
230	3	0
231	1	0
232	1	0
233	3	0
234	3	3
235	3	3
236	1	1
237	3	0
238	1	0
239	1	0
240	1	0
241	1	0
242	3	0
243	3	0
244	3	0
245	1	0
246	1	0
247	1	0
248	1	0
249	1	0
250	1	1
251	1	0
252	1	1
253	1	1
254	1	0
255	3	0
256	1	0
257	1	0
258	1	0
259	1	0
260	3	0
261	1	0
262	3	0
263	3	0
264	3	0
265	1	0
266	3	0
267	1	0
268	1	0
269	3	0
270	3	0
271	1	0
272	1	0
273	1	0
274	1	0
275	1	0
276	1	0
277	1	1
278	1	1
279	1	0
280	1	0
281	3	3
282	3	0
283	3	0
284	1	0
285	3	0
286	1	0
287	3	0
288	2	2
289	1	0
290	3	0
291	3	0
292	3	0
293	1	0
294	1	0
295	3	0
296	1	0
297	3	3
298	3	0
299	1	0
300	3	0
301	3	0
302	2	2
303	2	2
304	1	0
305	1	0
306	3	0
307	3	0
308	3	0
309	1	0
310	1	0
311	1	0
312	3	0
313	1	0
314	3	0
315	3	0
316	1	0
317	3	0
318	1	0
319	1	0
320	3	0
321	1	1
322	1	1
323	3	0
324	1	0
325	3	0
326	1	0
327	3	0
328	3	0
329	1	0
330	2	2
331	1	0
332	3	0
333	3	0
334	3	0
335	1	0
336	3	0
337	3	0
338	3	0
339	3	3
340	3	0
341	1	0
342	3	0
343	3	0
344	3	0
345	3	0
346	3	0
347	1	0
348	3	0
349	1	0
350	2	2
351	3	0
352	3	0
353	3	3
354	1	0
355	3	0
356	3	0
357	3	0
358	1	0
359	1	0
360	3	0
361	1	0
362	3	0
363	3	0
364	1	0
365	3	0
366	1	0
367	3	0
368	1	0
369	1	1
370	3	0
371	3	0
372	1	0
373	1	0
374	3	3
375	1	0
376	1	0
377	1	0
378	3	0
379	3	0
380	3	0
381	1	0
382	1	0
383	1	0
384	1	0
385	3	0
386	1	0
387	1	0
388	3	0
389	3	0
390	3	0
391	3	0
392	3	0
393	1	0
394	1	0
395	3	0
396	2	2
397	3	0
398	3	3
399	1	0
400	3	0
401	3	0
402	1	0
403	3	0
404	3	0
405	3	0
406	1	0
407	3	0
408	1	0
409	1	0
410	1	0
411	1	0
412	1	0
413	1	0
414	3	0
415	3	0
416	1	0
417	1	0
418	3	0
419	1	0
420	3	0
421	1	0
422	3	0
423	3	0
424	3	0
425	1	0
426	3	0
427	3	0
428	3	0
429	3	0
430	3	0
431	1	0
432	3	0
433	3	0
434	1	1
435	3	0
436	1	0
437	3	0
438	1	0
439	1	0
440	3	3
441	3	0
442	1	0
443	3	0
444	3	0
445	3	3
446	1	0
447	1	0
448	3	0
449	3	0
450	1	0
