1	2	0
2	1	0
3	2	0
4	1	0
5	1	0
6	2	0
7	2	0
8	2	0
9	1	0
10	2	0
11	1	0
12	2	0
13	1	1
14	2	0
15	1	0
16	2	0
17	2	0
18	1	0
19	2	0
20	2	0
21	1	0
22	1	0
23	1	0
24	1	0
25	1	1
26	2	0
27	2	0
28	2	0
29	1	1
30	2	0
31	2	0
32	1	0
33	2	0
34	2	0
35	2	0
36	1	0
37	1	0
38	2	0
39	2	0
40	2	0
41	2	0
42	2	0
43	1	0
44	1	0
45	1	1
46	1	0
47	1	0
48	2	0
49	1	1
50	1	0
51	1	0
52	1	0
53	1	0
54	2	0
55	2	0
56	1	0
57	2	0
58	2	0
59	2	2
60	2	0
61	2	0
62	2	0
63	2	0
64	1	1
65	1	0
66	2	0
67	2	0
68	2	0
69	2	0
70	1	0
71	2	0
72	1	0
73	2	0
74	1	0
75	1	0
76	1	0
77	1	0
78	2	0
79	1	0
80	2	0
81	1	0
82	1	0
83	2	0
84	1	0
85	2	0
86	2	0
87	2	0
88	2	0
89	2	0
90	1	0
91	2	0
92	2	0
93	1	0
94	2	0
95	2	0
96	2	0
97	2	0
98	2	0
99	2	0
100	2	0
101	2	0
102	2	0
103	1	0
104	2	0
105	2	0
106	2	0
107	1	0
108	2	0
109	1	0
110	1	0
111	2	0
112	2	0
113	2	0
114	1	0
115	1	0
116	1	0
117	1	0
118	1	0
119	2	0
120	1	0
121	1	1
122	2	0
123	2	0
124	2	0
125	1	0
126	2	0
127	2	0
128	2	0
129	1	0
130	1	0
131	1	0
132	1	1
133	1	0
134	2	0
135	1	0
136	1	0
137	2	0
138	2	0
139	2	0
140	1	0
141	1	0
142	1	0
143	1	0
144	1	0
145	2	0
146	2	0
147	1	0
148	2	0
149	2	0
150	2	0
151	1	0
152	1	0
153	2	0
154	1	0
155	2	0
156	1	0
157	1	0
158	1	0
159	1	0
160	1	0
161	2	0
162	1	0
163	1	0
164	2	0
165	2	0
166	1	0
167	2	0
168	2	0
169	1	0
170	1	0
171	2	0
172	2	0
173	2	0
174	2	0
175	1	1
176	2	2
177	2	0
178	2	2
179	1	0
180	1	0
181	2	0
182	1	0
183	1	0
184	1	0
185	2	0
186	1	0
187	2	0
188	1	0
189	1	0
190	2	0
191	2	0
192	2	0
193	2	0
194	1	0
195	1	0
196	1	0
197	1	1
198	1	0
199	1	0
200	1	0
201	2	2
202	2	0
203	1	0
204	2	0
205	2	0
206	2	0
207	1	0
208	1	0
209	1	0
210	2	0
211	1	0
212	1	0
213	1	0
214	2	0
215	1	0
216	1	0
217	2	0
218	2	0
219	2	0
220	1	0
221	1	0
222	2	0
223	2	0
224	1	0
225	2	0
226	2	0
227	2	0
228	2	0
229	2	0
230	2	0
231	1	0
232	2	2
233	2	0
234	2	0
235	2	0
236	1	0
237	2	0
